item_id,recommend,year,sentiment_analysis
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,1
105600,True,2012,0
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,1
105600,True,2012,1
105600,True,2012,2
105600,True,2012,0
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2012,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,1
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,False,2013,1
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2013,1
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,1
105600,True,2013,1
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,False,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,1
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,0
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,2
105600,True,2013,0
105600,True,2013,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,False,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,False,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,0
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,False,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,1
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,1
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,False,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,0
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2014,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,1
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,0
105600,True,2015,1
105600,False,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,False,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,False,2015,0
105600,True,2015,0
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,False,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,False,2015,0
105600,False,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,0
105600,False,2015,0
105600,True,2015,0
105600,False,2015,0
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,0
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,1
105600,True,2015,1
105600,True,2015,1
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105600,True,2015,2
105700,True,2012,1
10604,True,2015,2
10680,True,2011,2
10680,True,2012,2
10680,False,2012,2
10680,True,2013,2
10680,True,2013,2
10680,False,2013,0
10680,True,2014,2
10680,True,2014,2
10680,False,2014,2
10680,True,2014,2
10680,True,2014,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,2
10680,True,2015,1
107100,True,2011,2
107100,True,2011,2
107100,True,2011,1
107100,True,2011,2
107100,True,2011,2
107100,True,2011,2
107100,True,2011,2
107100,True,2012,2
107100,True,2012,2
107100,True,2012,1
107100,True,2012,2
107100,True,2012,2
107100,True,2012,2
107100,True,2012,2
107100,True,2012,2
107100,True,2013,0
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,0
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2013,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,1
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,0
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2014,2
107100,True,2015,1
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,1
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,2
107100,True,2015,0
107200,True,2011,2
107200,True,2013,2
107200,False,2013,2
107200,True,2014,2
107200,True,2014,2
107300,True,2011,2
107310,True,2011,2
107310,True,2012,2
107310,True,2014,2
107310,True,2015,0
107410,True,2013,2
107410,True,2013,2
107410,True,2013,1
107410,True,2013,2
107410,True,2013,2
107410,True,2013,1
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,2
107410,True,2013,1
107410,True,2013,0
107410,True,2014,2
107410,True,2014,2
107410,False,2014,1
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,0
107410,True,2014,2
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,0
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,False,2014,1
107410,True,2014,0
107410,True,2014,0
107410,True,2014,2
107410,False,2014,0
107410,True,2014,1
107410,True,2014,0
107410,True,2014,0
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,False,2014,2
107410,True,2014,1
107410,True,2014,2
107410,False,2014,2
107410,False,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,0
107410,True,2014,2
107410,True,2014,2
107410,True,2014,0
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,False,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,1
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2014,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,True,2015,1
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,False,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,1
107410,True,2015,2
107410,False,2015,2
107410,True,2015,0
107410,False,2015,0
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,False,2015,2
107410,False,2015,0
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,False,2015,0
107410,True,2015,2
107410,True,2015,0
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,False,2015,0
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,1
107410,True,2015,0
107410,True,2015,2
107410,False,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,False,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,0
107410,True,2015,2
107410,True,2015,1
107410,False,2015,2
107410,False,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,1
107410,True,2015,0
107410,False,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,False,2015,0
107410,True,2015,2
107410,True,2015,0
107410,True,2015,2
107410,True,2015,2
107410,False,2015,0
107410,True,2015,1
107410,True,2015,1
107410,True,2015,2
107410,True,2015,1
107410,True,2015,2
107410,True,2015,2
107410,True,2015,2
107600,True,2014,2
107800,True,2012,2
107800,True,2013,2
107800,True,2013,2
107800,True,2014,0
107800,True,2014,2
107900,True,2011,2
107900,False,2011,2
107900,True,2012,1
107900,True,2012,2
107900,False,2013,2
107900,False,2013,1
107900,False,2014,0
107900,True,2014,2
107900,True,2014,2
107900,True,2014,0
107900,False,2015,2
107900,False,2015,0
107900,False,2015,2
107900,False,2015,0
107900,False,2015,1
107900,False,2015,2
107900,False,2015,2
108200,True,2015,2
108500,True,2015,2
108600,True,2013,2
108600,True,2013,2
108600,True,2013,0
108600,True,2013,0
108600,True,2013,0
108600,True,2013,0
108600,True,2014,2
108600,True,2014,2
108600,True,2014,0
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,0
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,0
108600,True,2014,1
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,0
108600,True,2014,2
108600,True,2014,2
108600,True,2014,0
108600,True,2014,2
108600,True,2014,0
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2014,2
108600,True,2015,2
108600,True,2015,2
108600,True,2015,2
108600,True,2015,2
108600,True,2015,2
108600,True,2015,2
108710,True,2012,2
108710,True,2012,2
108710,True,2012,2
108710,True,2012,0
108710,True,2013,1
108710,True,2013,2
108710,True,2013,2
108710,True,2013,2
108710,True,2013,2
108710,True,2013,2
108710,True,2014,0
108710,True,2014,2
108710,True,2014,2
108710,True,2014,0
108710,True,2014,1
108710,True,2014,2
108710,True,2014,2
108710,True,2015,2
108710,True,2015,2
108800,True,2012,2
108800,True,2013,2
108800,True,2014,2
108800,True,2014,1
108800,True,2014,2
108800,True,2014,2
108800,True,2014,2
108800,True,2014,0
109400,True,2012,2
109400,True,2012,2
109400,True,2013,0
109400,False,2013,0
109400,True,2014,2
109400,True,2014,2
109400,True,2014,2
109400,False,2014,0
109400,True,2014,1
109400,True,2015,2
109400,True,2015,2
109400,False,2015,2
109400,True,2015,2
109400,False,2015,2
109600,True,2013,2
109600,False,2013,2
109600,False,2013,1
109600,True,2013,2
109600,True,2013,2
109600,True,2013,1
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2013,0
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2013,2
109600,True,2014,2
109600,True,2014,2
109600,True,2014,1
109600,False,2014,0
109600,True,2014,2
109600,True,2014,2
109600,True,2014,2
109600,True,2014,2
109600,False,2014,2
109600,True,2014,2
109600,True,2014,2
